,sentence,start,end
245,"""The lesson of our history, through good times and hard times, is that we’re stronger together."" —Hillary https://t.co/Cc6RChzCqE",28924,29053
246,“The only thing standing between Donald Trump and the Oval Office is all of us.” —Hillary,29054,29143
247,"""If fighting for equal pay, paid family leave, and affordable child care is playing the 'woman card,' then deal me in"" —Hillary to the @SEIU",29144,29284
248,Donald Trump thinks Americans are being paid too much and has hired union-busting firms to break up organizing campaigns on his properties.,29285,29424
249,"The labor movement pioneered the basic bargain that made America great: If you work hard and do your part, you should be able to get ahead.",29425,29564
250,"""You are often unsung heroes. And I want you to know this: Your fights are my fights."" —Hillary to @SEIU members in Detroit",29565,29688
251,Tune in to watch Hillary address the 2016 @SEIU International Convention. https://t.co/hAfimAPdjx https://t.co/bU342z6v3K,29689,29810
252,@MaryKayHenry Nobody knows better than unions that we’re stronger together. Honored to join you all in the fight for working families.,29811,29945
253,"Unions helped build the middle class, so when Republicans attack unions, they're attacking millions of Americans. https://t.co/lNCI06tYTm",29946,30083
254,"""She taught me resilience, courage, and the power of love and kindness."" —Hillary on her mom https://t.co/0zuTHYM1B4",30084,30200
255,There are too many parents across the country with stories like this one. https://t.co/DACIoi6xSi,30201,30298
256,"Education should be about building a brighter future, not a lifetime of debt. https://t.co/xAk392JIAt",30299,30400
257,"“Mentiroso"", ""fraude"", “xenófobo"" y otras cosas que líderes republicanos dicen sobre Trump. https://t.co/QnPOgws3F7",30401,30516
258,"Do all the good you can, for all the people you can, for as long as you can. https://t.co/Ei8yn8ikUg",30517,30617
259,"""Unlike Donald Trump, I will not pander to the gun lobby. We will not be silenced and we will not be intimidated."" —Hillary",30618,30741
260,"""I believe we have a moral obligation…to stand up against systematic racism."" —Hillary at the @TTMFoundation dinner",30742,30857
261,These moms want to make sure no other family has to lose a child to senseless violence. https://t.co/h8H9EWc1qo,30858,30969
262,"We can't accept this as ""normal."" #StopGunViolence https://t.co/RGJE1BuGim",30970,31044
263,"Para muchos, los ingresos ya no rinden tanto como antes. https://t.co/LDgXCjGSpw",31045,31125
264,"This week, Donald Trump proved just how dangerous he'd be as president. https://t.co/wu18YIWuRh",31126,31221
265,Donald Trump is questioning Hillary's qualifications to be president. Let's dig into that. https://t.co/YQ13ORvxlk,31222,31336
266,Too many moms have to go back to work too soon after giving birth. https://t.co/aYxAdmuSAJ,31337,31427
267,Hillary Clinton tiene un plan para que todos puedan salir adelante. https://t.co/QaW4GZHAoH,31428,31519
268,Republican lawmakers in Oklahoma voted to make it a felony to perform an abortion: https://t.co/JPtKu7jJ4U,31520,31626
269,Op-ed by Hillary Clinton: Child care now costs more than rent. Here’s how to fix this crisis. https://t.co/QlaR6vRCZd,31627,31744
270,"Speaking is hard for me. But come January, I want to say these two words: ""Madam President."" #ImWithHer https://t.co/8YaSpi7oL0",31745,31872
271,Hillary nerds out with a nurse in New Jersey. https://t.co/ALUsGsmkRq https://t.co/89r91aZeZt,31873,31966
272,The United States presidency requires steadiness as well as strength and smarts. Donald Trump is not qualified. https://t.co/04viDbO5fV,31967,32102
273,"You're wrong, @realDonaldTrump. We can uphold Second Amendment rights while preventing senseless gun violence. https://t.co/G7g1AdZWCA",32103,32237
274,#MichaelBrown would have been 20 years old today. My thoughts are for his mother today. #MothersoftheMovement #ChangeAgents,32238,32361
275,"Congratulations on becoming a U.S. citizen, Alicia. Enjoy casting that vote. https://t.co/jewmwZrrOA",32362,32462
276,"We need a president who will unite leaders around the world to defeat ISIS, not one who insults and alienates them. https://t.co/4RoN9h0U90",32463,32602
277,"Dear Congress, Let's get this done. Thanks, The vast majority of Americans https://t.co/23ND36tFFm",32603,32701
278,"Another day, another shameful move by House GOP to roll back anti-discrimination protections for LGBT employees. https://t.co/vHXbM1JFeT",32702,32838
279,Is Hillary qualified to be president? Take this helpful quiz to find out: https://t.co/8ynWmTYI8j,32839,32936
280,An estimated 1 in 4 people in Puerto Rico could get Zika this year. Here's what we can do to combat this threat: https://t.co/xABxLScUyr,32937,33073
281,A candidate who roots for his own gain at the expense of American families isn't just heartless. He's disqualified. https://t.co/1C9kJ9ic0N,33074,33213
282,Donald Trump's plan to ban Muslims from entering the United States will make defeating terrorists more difficult. https://t.co/4RoN9gJiKq,33214,33351
283,"This campaign is about breaking down barriers, but this silo is pretty awesome. https://t.co/xgI9hsen4N",33352,33455
284,Hillary sent me to Puerto Rico to learn more about Zika. Today's Senate vote for funding to combat it is critical. https://t.co/WWr4MK3bQs,33456,33594
285,"""Investing in the health and education of women...is essential to improving global prosperity."" —Hillary #TBT https://t.co/eCSnOxplb7",33595,33728
286,"If you cite supporting torture and hosting pageants as foreign policy ""qualifications,"" your definition needs work. https://t.co/3JbmzuxEK5",33729,33868
287,"This Nat'l #SayHerName Day of Action, we must commit to fighting the systemic racism &amp; sexism that women of color face every day in America.",33869,34013
288,Un recordatorio importante. https://t.co/X2mYv1lOZK,34014,34065
289,The safety of our kids is more important than the interests of the NRA. Our leaders should act like it. https://t.co/Rg3OcMf1Mc,34066,34193
290,"After 9/11, the Government offered grants to help struggling small businesses. Donald Trump took them for himself. https://t.co/exFipWj6kE",34194,34332
291,El voto del Senado hoy sobre Zika es un paso importante para combatirlo—pero no es suficiente. Los republicanos deberían aprobar presupuesto,34333,34473
292,"Question: ""Do you think Donald Trump is qualified to be president?"" ""No, I do not."" —Hillary https://t.co/04viDc5G7t",34474,34590
293,"""Everybody gets knocked down in life. The real test is whether you get back up, dust yourself off, and keep going."" —Hillary",34591,34715
294,"""Trump took out a field that couldn’t criticize him on issues because they fundamentally agreed with him."" —Hillary on the GOP primary",34716,34850
295,“I’m going after him exactly on those issues and statements that are divisive and dangerous.” —Hillary on @realDonaldTrump,34851,34973
296,"""The threat that Donald Trump poses is so dramatic to our country, to our democracy."" —Hillary on @CNN",34974,35076
297,"""I know how hard this job is. You need steadiness as well as strength and smarts... Donald Trump is not qualified."" —Hillary on @CNN",35077,35209
298,"""When you run for president of the United States, the entire world is watching.” —Hillary on @realDonaldTrump's dangerous rhetoric",35210,35340
299,"""Do you think Donald Trump is qualified to be president?"" —@ChrisCuomo ""No, I do not."" —Hillary",35341,35436
300,"""It sends a message of disrespect and makes the situation inside those countries more difficult."" —Hillary on Trump's anti-Muslim rhetoric",35437,35575
301,"""We have to put everything we can toward the goal of defeating ISIS, protecting ourselves, our friends, and our partners."" —Hillary on @CNN",35576,35715
302,We can't sit by while extreme politicians attack women's basic rights. Not only is this unconstitutional—it's wrong. https://t.co/nhCWgRIWKX,35716,35856
303,Today's Senate vote is a necessary step to combat the spread of Zika—but it's not enough. Republicans in Congress should fully fund this. -H,35857,35997
304,Donald Trump named 11 judges he would consider nominating to the Supreme Court. Here's what's at stake. https://t.co/Ft3TmCeeEA,35998,36125
305,"""Speaking is hard for me, but come January, I want to say these two words: Madam President."" —@GabbyGiffords https://t.co/3nZ5SkCbYP",36126,36258
306,Apply today &amp; join the team that’s going to elect the first woman president @HFA is hiring: https://t.co/kh9tUAZGcA https://t.co/1wqWbM33IB,36259,36402
307,… y solo es miércoles. https://t.co/ZWwByVX2vm,36403,36449
308,Two Kentucky churches came together for a special service. https://t.co/z8EIRnvV0j,36450,36532
309,(It's only Wednesday.) https://t.co/IPkbU8xdaw,36533,36579
310,Los trabajadores no han recibido un aumento en años—Hillary tiene un plan para subir los salarios. https://t.co/ODUmS9rO2p,36580,36702
311,America has always been about working together to get things done. https://t.co/hO6931hVwb,36703,36793
312,"The first openly gay leader of a U.S. military branch—a milestone we can all be proud of. Congrats, @SECARMY. https://t.co/nRwZUuRIKv",36794,36927
313,.@realDonaldTrump doesn't want you to see what's in his tax returns. Wonder why that could be? https://t.co/2eru1Sxoek,36928,37046
314,You don't need to see who's on Trump's list to know what his Supreme Court would look like. https://t.co/HMWqUMSBIY,37047,37162
315,"Thank you, @POTUS, for making sure millions of Americans receive the overtime pay they deserve. -H https://t.co/R5degrzUMT",37163,37285
316,What's Donald Trump hiding in his tax returns? Only he knows. https://t.co/8NGx9OhtCe,37286,37371
317,Let's make it easier to raise a family in America. https://t.co/aoTlReHn6M https://t.co/C1gPS8uITf,37372,37470
318,It's middle-class families that need a raise—not millionaires and billionaires. https://t.co/1rTh78IFs2,37471,37574
319,"Thanks for having our back, Kentucky. https://t.co/JW6ecXFOL2",37575,37636
320,"Hillary just won Kentucky, but this election is just getting started. Chip in now if you've got her back: https://t.co/8qYPHIje8I",37637,37766
321,We just won Kentucky! Thanks to everyone who turned out. We’re always stronger united. https://t.co/8qYPHIje8I https://t.co/elNUP4nFoO,37767,37901
322,"Until Trump releases his tax returns, we can't know what he's hiding. But we can infer. https://t.co/RZam07PeFv https://t.co/JHkPAK4tbv",37902,38037
323,"Latest reckless idea from Trump: gut rules on Wall Street, and leave middle-class families out to dry. https://t.co/MXXH9JmfQj",38038,38164
324,"On the International Day Against Homophobia and Transphobia, let's recommit to ending violence and hate against LGBT people worldwide.",38165,38299
325,"For too many families, paychecks aren't stretching as far as they used to. Let's change that. https://t.co/mOoR9HnVlX",38300,38417
326,Who benefits from Trump's tax plan? Billionaires—and millionaires like him. https://t.co/COJ4TPXvm2 https://t.co/o0V6GAgBsM,38418,38541
327,"62 years after Brown v. Board, we still have too many segregated schools. We have to ensure equal opportunity for all of our kids.",38542,38672
328,"Does Trump pay his fair share in taxes? As long as he keeps refusing to release his tax returns, voters won't know. https://t.co/ZbMZy6KtX2",38673,38812
329,It's Primary Day for Kentucky and Oregon. RT this if you’re voting for Hillary. https://t.co/E5GyPU0GTI,38813,38916
330,Being president isn't like being on a reality show. We can't afford a candidate who treats it like one. https://t.co/48MePwjHh9,38917,39044
331,Making it harder to vote goes against everything we stand for as Americans. Why would you brag about it? https://t.co/6sTKwRA1PG,39045,39173
332,"Conoce cómo Hillary ha luchado durante varias décadas por las familias, mujeres y niños. https://t.co/UsOmgcNCJa https://t.co/OqKQnk6EYv",39174,39310
333,We’ve got to stop giving companies incentives to move jobs overseas. https://t.co/ma8QY5STT6 #MadeInAmerica https://t.co/WD37SnqXM3,39311,39442
334,"Every woman, no matter where she works, deserves birth control coverage. This shouldn't be a question. #SCOTUS -H",39443,39556
335,"Trump empezó su campaña diciendo que los mexicanos son ""violadores"" y traen “drogas” y “crimen”. No se ha detenido. https://t.co/NjrH9dXxlU",39557,39696
336,"Join @xtina, @AndraDayMusic, @johnlegend, @ricky_martin, Stevie Wonder, and Hillary for a concert you won't forget. https://t.co/LbNnQSvAUH",39697,39836
337,"Whenever you read about Trump's reckless foreign policy, imagine him in the Situation Room. https://t.co/vnzOi68NNz https://t.co/ruLhpqgEqJ",39837,39976
338,"The American auto industry just had its best year ever. So yes, we can bring American manufacturing back. https://t.co/rf3YV1dEic",39977,40106
339,Donald Trump's spent his whole career avoiding paying his taxes--and leaving middle class families with the bill. https://t.co/Qb2vYZYKkE,40107,40244
340,"Every presidential nominee since 1976 has released their tax returns, but Trump has refused. https://t.co/yA5xukG8x5",40245,40361
341,"“In politics and in life, ignorance is not a virtue.” —@POTUS https://t.co/3MGECPKU2e",40362,40447
342,"""Implementar la idea [de Trump] a los Estados Unidos destruiría la economía"" —@VoxDotCom https://t.co/5ADNub4pnm",40448,40560
343,Incomes haven’t gone up for most Americans in about 15 years. We’ve got to fix that. https://t.co/e33YsAu1Ed,40561,40669
344,"""What can we do for women that doesn't make them a liability because they're pregnant?"" https://t.co/efpa6w3KOG",40670,40781
345,"8 ways we can give middle-class families a raise, not one of which is cutting taxes for billionaires. https://t.co/CUwoepzAVH",40782,40907
346,Hillary was @Wellesley's first student commencement speaker in 1969. Read the speech: https://t.co/fMeBLt3yh1 https://t.co/Nl1rebbrwn,40908,41041
347,Made a new friend in Ohio. https://t.co/a5eq9TuHn1,41042,41092
348,Worried about a Trump presidency? Here are four things you can do to prevent it: https://t.co/WS7zALCFu4,41093,41197
349,Why hasn't @realDonaldTrump released his tax returns? Looks like he's out of excuses. https://t.co/6SbJdlPWFD,41198,41307
350,FACT: Donald Trump would force schools to allow guns in classrooms on his first day in office. https://t.co/Y1YSjDDUXC,41308,41426
351,"Donald Trump wants to spend $3 trillion (yes, with a T) on tax cuts for people like him. https://t.co/UjYpjnCK8W https://t.co/Kn5Adb8w3X",41427,41563
352,We've got to do everything we can to make it easier for people like Frankie to reach their potential. https://t.co/BB0g7tLEjZ,41564,41689
353,Happening now → join @HFA senior policy advisors (and working moms) for a Q&amp;A on child care and work/life balance: https://t.co/DNtiGUWBzy,41690,41832
354,We can do a lot to help working parents. Join a Facebook Q&amp;A on Hillary's new child care plan at 3pm ET: https://t.co/DNtiGUWBzy,41833,41965
355,"""The annual cost of child care is higher than a year’s tuition at the average 4 year public college."" —@glamourmag https://t.co/h7RlI9EVVg",41966,42104
356,It's a simple idea: Those who have benefited the most from our economy should pay their fair share in taxes. https://t.co/2nSFZtgYFJ,42105,42237
357,“You’re gonna make the same if you do as good a job.” —Donald Trump on women and equal pay https://t.co/lHF3KRLqvs,42238,42352
358,"Even Republicans can't come to terms with the idea of ""President Trump."" https://t.co/MPLsSpDxiO",42353,42449
359,You can tell a lot about someone by the company they keep. https://t.co/JXSzLwUlnP,42450,42532
360,"Hillary's advice to @Wellesley graduates in 1992: ""Throw yourself into the world, and make your voice count."" #TBT https://t.co/7DjeqWCHDW",42533,42671
361,Nurses care for our families like their own. It's time we returned the favor. #InternationalNursesDay https://t.co/dqC6cqTiHg,42672,42797
362,Who benefits from Donald Trump's tax plan? Billionaires like Donald Trump. https://t.co/mslA0AkgwY https://t.co/PJUzwELXGK,42798,42920
363,"""I don’t want Americans to feel left out and left behind. I want the American Dream to be alive and well."" —Hillary https://t.co/Jds9AWz2Xw",42921,43060
364,HFA organizing is hiring for multiple roles to build the team that will win this election. Here's how you can join: https://t.co/HhyXA1uLwB,43061,43200
365,Hillary Clinton has a plan for you to spend a lot less on day care https://t.co/ElzOfEfzIh,43201,43291
366,Trump stood by his proposed Muslim ban just last week. Now he's trying to backpedal. Don't let him. https://t.co/rILrbZpIrJ,43292,43415
367,"Sybrina, you and all mothers of gun violence victims have taught us hate will never win. Thinking of you today. https://t.co/FnsaKtq1hd -H",43416,43554
368,"""We want to bring unity to the Republican party."" —@realDonaldTrump Good luck with that. https://t.co/MPLsSpV8am",43555,43667
369,"""I’ve been called many things by many people. 'Quitter' is not one of them."" #TBT https://t.co/wUjSOxc85I",43668,43773
370,Paul Ryan and Donald Trump just met. Here's why it was probably pretty awkward. https://t.co/Fxu0td8N78,43774,43877
371,80% of a child's brain is formed before the age of 3. Early childhood education could not be more important. https://t.co/LEMKTbqfob,43878,44010
372,"Donald Trump has released just one detailed proposal: a tax plan written by billionaires, for billionaires. https://t.co/GX13ND67zV",44011,44142
373,"""I am the king of debt, I do love debt, I love playing with it."" —@RealDonaldTrump https://t.co/ssVajpX6Yf",44143,44249
374,"Under Trump's tax plan, the wealthiest 0.1% of Americans would get more tax relief than the bottom 60% combined. https://t.co/xL95NA3Ofn",44250,44386
375,This election isn’t a reality show. https://t.co/48MePw25Sz,44387,44446
376,It’s hard to imagine how we’re going to lift up families if we don't raise the national minimum wage. https://t.co/mibNHBnv65,44447,44572
377,Trump's policies that affect women are even more offensive than his comments on women—and that's saying something. https://t.co/YfUdtygL4h,44573,44711
378,"When asked what gov should stop doing, @realDonaldTrump said overseeing banks! How can you be tough on Wall Street by letting them off?",44712,44847
379,.@HillaryClinton once again lending her voice and supporting #WashingtonDC #Statehood and Voting Rights https://t.co/rjRUBF3MLh,44848,44975
380,Donald Trump's tax plan: 1. Cut taxes for the wealthiest Americans 2. Saddle the rest of the country with the debt https://t.co/xL95NA3Ofn,44976,45114
381,"When women are paid less, they're also short-changed in saving for retirement and contributing to Social Security. We've got to change this.",45115,45255
382,"""[The LGBT community's] progress is not only safe in her hands, it will continue."" —@washblade endorsing Hillary: https://t.co/CHegOe0aG5",45256,45393
383,Millions of families struggle to afford quality child care. It's time they got some help. https://t.co/N5ybZ5qa84,45394,45507
384,It's been a banner week for @realDonaldTrump... https://t.co/u9Qmw3Z8Ri,45508,45579
385,Trump sees no need for a federal floor for the minimum wage. That's only a problem if you live in these states: https://t.co/fnqThC8zWA,45580,45715
386,"We need to raise the minimum wage, lift millions of families out of poverty, and make the economy work for everyone. https://t.co/FC5Cg6qRMI",45716,45856
387,"In many states, child care is even more expensive than college tuition. Let's make it affordable for every family. https://t.co/LwuI8uF6G7",45857,45995
388,.@thedream_us continues to build ladders of opportunity by providing scholarships to DREAMers--a huge milestone: https://t.co/gOE8T2Fmgv,45996,46132
389,"Detroit's public schools are in crisis, and we need solutions that include teachers and parents: https://t.co/iIuMyZk6Md -H",46133,46256
390,"If Trump had his way, the federal minimum wage would be $0. https://t.co/gVa1Mlrj3X",46257,46340
391,Cuatro cosas que puedes hacer ahora mismo para evitar una presidencia de Trump. https://t.co/QSUjt6kboI,46341,46444
392,Donald Trump just selected a white nationalist leader to be a delegate at the @GOP convention. https://t.co/nQ1NFe7cja,46445,46563
393,"""Enough is enough. It’s time we make quality child care affordable for all working families."" —Hillary",46564,46666
394,"While families are struggling to pay for child care, Donald Trump actually argued that Americans are being paid too much.",46667,46788
395,A Kentucky parent earning the minimum wage spends 40% of their income on child care. Let's make sure no family has to spend more than 10%.,46789,46927
396,"Quality, affordable child care isn't a luxury for the few. It's a necessity that too many Americans are struggling to achieve.",46928,47054
397,Hillary's in Kentucky today talking with families about child care. Tune in to watch live: https://t.co/D1eYgSaIzU https://t.co/9igrQ68nU4,47055,47193
398,"A woman told Hillary she was fired after losing her baby: ""What happened to you was not only wrong—it's illegal."" https://t.co/DekJBHSA44",47194,47331
399,One candidate will fight for you. The other will fight for himself. https://t.co/6tEBdzwLx6,47332,47423
400,No family should have to pay more than 10% of its income on child care. https://t.co/HDlh3ddbb4,47424,47519
401,"West Virginians, head to the polls today. RT this if you’re voting for Hillary. https://t.co/2ECEOO7DYh",47520,47623
402,"""I would borrow knowing that if the economy crashed, I could make a deal."" —@realDonaldTrump https://t.co/yXKufwOU6g",47624,47740
403,"""Trump is floating an insane idea that would tank the American economy."" —@businessinsider https://t.co/ssVajpX6Yf",47741,47855
404,Americans need a raise. https://t.co/56Ltrh7uxV,47856,47903
405,Women earn just $0.79 for every $1 men do. That's a problem for all of us. https://t.co/dG8nh59dHF https://t.co/OpUw08xWOF,47904,48026
406,Fitting that America's first conservation success story is now our national mammal. Kudos to @POTUS. https://t.co/4eLHN1ub21,48027,48151
407,"""Applying [Trump's] idea to the United States would destroy the economy."" —@VoxDotCom https://t.co/ssVajpFvzF",48152,48261
408,"""If you have a mother, a wife, a sister, a daughter who is working, it affects you"" —Hillary on equal pay for women: https://t.co/qM16OacO9H",48262,48402
409,Live on Facebook: Hillary leads a roundtable discussion with working families in Virginia. Watch → https://t.co/qM16OacO9H,48403,48525
410,"""Making America a more just nation requires honest talk about policies that can lift up those still hurting."" https://t.co/p6q1rNadJb",48526,48659
411,"When Hillary introduced this innovative preschool program to Arkansas families, it spread across the nation. https://t.co/d4IJXAURGi",48660,48792
412,Donald Trump could be our next Commander-in-Chief. Here's who thinks that's a good idea. https://t.co/xykspfpMU5,48793,48905
413,Here's what you can do to make sure @realDonaldTrump never reaches the White House: https://t.co/8saCz16aUp,48906,49013
414,"""It's only been an incredible gift."" Hillary talks about becoming a grandmother and watching Chelsea become a mom. https://t.co/NHuHYM15Q9",49014,49152
415,"“Mom measured her own life by how much she was able to help us and serve others."" —Hillary: https://t.co/WYtorlvsIc #MothersDay",49153,49280
416,"""She was determined to give me and my brothers opportunities far beyond anything she'd known."" —Hillary on her mom https://t.co/RdzGIqlhfE",49281,49419
417,"Happy Mother's Day to Charlotte's mom, and my wonderful daughter, @ChelseaClinton. -H https://t.co/tm3zS1jSRv",49420,49529
418,New #MadeForHistory designs from @DVF and @evafehren. Get them before they're gone → https://t.co/RzlHZ6LeHO https://t.co/Xkg0TiYNpo,49530,49662
419,.@realDonaldTrump would force all schools to allow guns in classrooms—on his first day in office. Seriously. https://t.co/snpugpBMoW,49663,49795
420,.@HillaryClinton on how exciting it is to watch @ChelseaClinton raise daughter Charlotte https://t.co/azKpxtLWeP https://t.co/6OSsRVy7ir,49796,49932
421,Preguntamos a varios neoyorquinos sobre Donald Trump—y estas fueron sus reacciones. https://t.co/F1nvX17tPt,49933,50040
422,"In 1970, Diane Crump rode her way into history at the #KentuckyDerby, becoming the first woman to compete. https://t.co/XKkiNVlXla",50041,50171
423,"Once a Girl Scout, always a Girl Scout. https://t.co/dbNIwsV6Mq",50172,50235
424,"Son of a Pakistani bus driver, champion of workers' rights and human rights, and now Mayor of London. Congrats, @SadiqKhan. -H",50236,50362
425,62 reasons why Donald Trump should never become president (from members of his own party). https://t.co/0gYEctRjSe,50363,50477
426,@JLo thanks for this. Women are so much more than the roles they've been assigned. -H,50478,50563
427,"Substance abuse and drug addiction hurt our kids, friends, neighbors, and loved ones. We've got to solve this. https://t.co/MmUxHvRHOY",50564,50698
428,"""I get along with everybody."" —@realDonaldTrump About that... https://t.co/QHYq3vScho",50699,50784
429,Imaginemos un mañana en el que ningún niño crezca bajo las sombras de la discriminación o la deportación. https://t.co/WKMGJ0kE5k,50785,50914
430,Are you a Republican who thinks @realDonaldTrump should not become president? Tell us why: https://t.co/OvwepPNXoC,50915,51029
431,We asked a dozen people how they feel about a Donald Trump presidency. They were…honest. https://t.co/4G3WhW4EVd,51030,51142
432,We're not going to round up millions of immigrants and deport them—no matter how many times Trump says he wants to. https://t.co/HzFWUT1XFl,51143,51282
433,This is the man the @GOP has selected to be their nominee for president. https://t.co/rm4BjlPhkk,51283,51379
434,Volkswagen workers in TN are raising their voices for the rights they deserve. VW should meet them at the table. -H https://t.co/kQQTEXplGL,51380,51519
435,We cannot let Donald Trump become the next president. https://t.co/1nFZbCiGV2,51520,51597
436,"He's been called ""the most lawless lawman in America."" He's endorsed @RealDonaldTrump. https://t.co/zu1CHenC7M https://t.co/35gcjoRQ7b",51598,51732
437,Comprehensive immigration reform will bring people out of the shadows and into our economy. https://t.co/NUlSKmWCGD,51733,51848
438,"We should be fighting to keep families together, not rip them apart. https://t.co/hd6FCPdwvo",51849,51941
439,5.5 million kids in the U.S. have at least one undocumented parent. Trump's deportations would hurt them the most. https://t.co/rJMiq7KYwk,51942,52080
440,FACT: Donald Trump would end birthright citizenship. https://t.co/RJfgxTC2Ou,52081,52157
441,"Last night, Trump stood by his plans to ban Muslims from entering the U.S. and deport millions of immigrants. https://t.co/8KYse7wy4P",52158,52291
442,Trump podría ser tu próximo Comandante del Ejército. ¿Cómo es su visión sobre la política exterior? Irresponsable. https://t.co/9MZs1jUFoV,52292,52430
443,"“I love Hispanics!” —Trump, 52 minutes ago https://t.co/b9mv7nUduN “They’re gonna be deported.” —Trump, yesterday https://t.co/HzFWUT1XFl",52431,52568
444,"""Everything I say I'm gonna do, folks, I do."" What Trump says he'll do as president: deport millions of immigrants. https://t.co/HzFWUTjywT",52569,52708
445,"""I want more Americans to believe again we are all in this together."" https://t.co/VECLFeVoyC",52709,52802
446,They say your friends reflect who you really are... https://t.co/aubM6KS0BG,52803,52878
447,Hillary will be the Small Business President—especially for women- and minority-owned companies: https://t.co/BX6n4uS6xU #SmallBizWeek,52879,53013
448,"""Do you still believe that Muslims should be banned from entering the country?"" @realDonaldTrump: ""Yes."" https://t.co/rm4Bjm6SbS",53014,53142
449,"Republicans agree: Donald Trump is reckless, dangerous, and divisive. https://t.co/fUkISvxMmc",53143,53236
450,President Trump? Nope: https://t.co/LFfa59OaHX,53237,53283
451,Trump es el presunto nominado del Partido Republicano. No podemos dejar que su retórica odiosa y peligrosa se acerque a la Casa Blanca.,53284,53419
452,We need the strongest team to take on Donald Trump and the GOP in November. Apply to join @HFA today: https://t.co/mqHP020BgD,53420,53545
453,"Thank you, @POTUS, for visiting today and shining light on the ongoing crisis in Flint. https://t.co/3jfdvB9aM1",53546,53657
454,"On Holocaust Remembrance Day, we remember the millions of lives lost and rededicate ourselves to fighting hate and intolerance everywhere.",53658,53796
455,The Republican Party is now the party of Trump. Here's what it stands for. https://t.co/kCWJ9m2zNE,53797,53895
456,"Love this, Ellen. Where can I get one? -H https://t.co/JnErtSVkjS",53896,53961
457,Trump just stood by his proposals to ban Muslims from entering the U.S. &amp; deport millions of immigrants. Seriously. https://t.co/8KYse7O8Wn,53962,54105
458,"""I don't think we can take a risk on a loose cannon like Donald Trump running our country."" —Hillary https://t.co/xcbYMepYdX",54106,54230
459,"""He's a race-baiting, xenophobic, religious bigot."" —@LindseyGrahamSC on @realDonaldTrump https://t.co/zbQQHvr4VP",54231,54344
460,As a software engineer you can stop Trump. Details here: https://t.co/O8SX1OyDZY,54345,54425
461,"Stonewall: the birthplace of a movement, and soon a national monument for equality. https://t.co/Yb1u1tUcR4 #ThanksObama",54426,54546
462,"""President Trump"" is a dangerous proposition. Mitt Romney, Ted Cruz, and Marco Rubio agree. https://t.co/fUkISvgaXC",54547,54662
463,"""They couldn't take him on on the issues because they basically agreed with him."" —Hillary on Trump's @GOP rivals: https://t.co/tHSMxfom9b",54663,54801
464,"""He's a loose cannon, and loose cannons tend to misfire."" —Hillary on @realDonaldTrump: https://t.co/lK8TyiTz2x",54802,54913
465,"""I don't think we can take a risk on a loose cannon like Donald Trump running the country."" —Hillary to @AndersonCooper",54914,55033
466,"""Unity versus division, compassion versus selfishness, and love versus hate. The stakes don’t get much higher."" https://t.co/nwy7MfMutc",55034,55169
467,"""Everything I say, I'm going to do, folks."" —Trump Here's what the presumptive @GOP nominee would do as president. https://t.co/SG6qjpzJ8E",55170,55308
468,I'm going to fight my heart out to make sure @realDonaldTrump’s toxic stew of hatred &amp; insecurity never reaches the White House.,55309,55441
469,"If it looks like a demagogue, acts like a demagogue, and talks like a demagogue, then it probably is a demagogue. https://t.co/NzlBzHFCE5",55442,55579
470,"We know Donald Trump is not who we are. If you want to shut him down, then let’s vote him down. https://t.co/L4w8ASsIAQ",55580,55699
471,There's only one candidate left who can stop a Trump presidency. Chip in now if you've got Hillary's back: https://t.co/HkpiIXhekF,55700,55830
472,"""As he goes after women, as he goes after literally every group, I'm going to be their voice."" —Hillary on Trump https://t.co/iNUo2EuTYO",55831,55967
473,Donald Trump is the presumptive @GOP nominee. Chip in now if you agree we can't let him become president: https://t.co/BSrJDaGSOe,55968,56097
474,Our teachers deserve more than just a pat on the back. They deserve a raise. #TeacherAppreciationDay https://t.co/0sgmUFg6mX,56098,56222
475,"""We're not going to be counted out anymore."" —Hillary on @realDonaldTrump's disparaging comments toward women https://t.co/GTP7YmV9Tc",56223,56356
476,"It’s Primary Day, Indiana. If you’re a Hoosier for Hillary, vote today: https://t.co/ZP0EculgG0",56357,56452
477,"Thrilled by this news. Every loving parent, no matter who they are, can now adopt kids in all 50 states. https://t.co/NpUjCpzdQB -H",56453,56584
478,“We’re going to build a future that will take advantage of the talents and the hard work of every single one of our children.” —Hillary,56585,56720
479,We don’t have time to waste on Trump's fake solutions that won’t do a thing to help your families. https://t.co/b4aq8SVVAB,56721,56843
480,Donald Trump’s tax plan would give $3.2 trillion to millionaires &amp; billionaires. Ted Cruz would give them even more. We can't afford that.,56844,56986
481,"“What is the other side offering? Unfortunately, it’s the same old trickle-down economics that failed us before.” —Hillary",56987,57109
482,"“Drug abuse, alcohol abuse and suicide are all on the rise across Appalachia.” —Hillary Her plan to address it: https://t.co/BE0OUgpvpV",57110,57245
483,Revitalizing Appalachia means investing in education and training—from pre-K to college to vocational and retraining programs.,57246,57372
484,"“Having a good job is about so much more than getting a paycheck. It’s about dignity and a sense of purpose."" —Hillary",57373,57491
485,We’ll create more good-paying jobs by investing in locally-driven projects and infrastructure improvements. https://t.co/nW2JqXGZT9,57492,57623
