,File Name,Candidate,Sentence,Propaganda Segment,Loaded_Language,"Name_Calling,Labeling",Repetition,"Exaggeration,Minimisation",Doubt,Appeal_to_fear-prejudice,Flag-Waving,Causal_Oversimplification,Slogans,Appeal_to_Authority,Black-and-White_Fallacy,Thought-terminating Cliches,"Whataboutism,Straw_Men,Red_Herring","Obfuscation,Intentional_Vagueness,Confusion",Num Prop,Propaganda Segments
121,DT_remarks_516.txt,DT,"They should be paying those taxes.n"" ""Additionally Comcast purchase of NBC concentrates far too much power in one massive entity that is trying to tell the voters what to think and what to do",,,,,,2,,,,,,,,,,2.0,"concentrates far too much power, one massive entity that is trying to tell the voters what to think and what to do Deals"
122,DT_remarks_516.txt,DT,"Deals like this destroy democracy and well look at breaking that deal up and other deals like that.n"" ""This should never ever have been approved in the first place",,,,1,,,,,,,,,,,,1.0,destroy democracy
123,DT_remarks_516.txt,DT,"All of these liars will be sued after the election is over but a simple phone called placed to the biggest newspapers or television networks get them wall-to-wall coverage with virtually no fact-checking whatsoever.n"" Here is why this is relevant to you",,,,1,,,,,,,,,,,,2.0,"liars, ""with virtually no fact-checking whatsoever.n"""""""
124,DT_remarks_516.txt,DT,Just like we found out about these paid violent protesters it was probably the DNC and the Clinton campaign that put forward these liars with their fabricated stories,,,,2,,,,,,,,,,,,3.0,"paid violent protesters, liars, fabricated stories"
125,DT_remarks_516.txt,DT,"But well find out their involvement at a later date through litigation and I look so forward to doing.n"" ""The rigging of the system is designed for one reason to keep the corrupt establishment and special interests in power at your expense and everybodys expense.n"" I have no special interest but you the American Vogel",,,,,,2,,,,,,,,,,2.0,"""""""The rigging of the system is designed for one reason to keep the corrupt establishment and special interests in power at your expense and everybodys expense.n"""""", ""you the American Vogel n """"I didnt have to do this"""
126,DT_remarks_516.txt,DT,"Theres nothing easy about it but I had to do it.n"" I love our country.n I love the people of our country and I felt I had to do it",,,,,,1,,,,,,,,,,2.0,"I love our country.n, our country"
127,DT_remarks_516.txt,DT,"One thing we all know is that we will never solve our problems by relying on the same politicians who created these problems in the first place.n ""Hillary Clinton is not running against me shes running against change and shes running against all of the American people and all of the American voters",,,,,,2,,,,,,,,,,2.0,"""we will never solve our problems by relying on the same politicians who created these problems in the first place.n """""", ""shes running against all of the American people and all of the American voters """""""
128,DT_remarks_516.txt,DT,""" n We now find ourselves at that very special fork in the road do we repeat the mistakes of the past or do we choose to believe that a great future yet unwritten still lies ahead for us and for our wonderful beloved country",,,,,,1,,,,,,,,,,1.0,our wonderful beloved
129,DT_remarks_516.txt,DT,"Its a one lane highway where they get the jobs they get the factories they get the money and we get the drugs and we get the unemployment and its going to change.n"" ""Believe me its going to change",,,,,,1,,,,,,,,,,1.0,"""""""Believe me its going to change """""""
130,DT_remarks_516.txt,DT,"When you look at China when you look at every trade deal we have is horrible and we should be ashamed of a people and the people that let those deals happen.n ""Theyre defective and they knew they were defective and they were done for a reason",,,,,,1,,,,,,,,,,1.0,"""horrible and we should be ashamed of a people and the people that let those deals happen.n """""""
131,DT_remarks_516.txt,DT,"We will have great trade and itll be free trade but itll be fair trade and itll be real.n"" My security plan so important.n ""Theyve taken the jobs from us.n"" My security plan will bring safety to our poorest communities.n My ethics plan will end corruption in our government",,,,,,1,,,,,,,,,,1.0,our government
132,DT_remarks_516.txt,DT,Im asking the American people to rise above the noise and the clutter of our broken politics and to embrace that great faith and optimism that has always been the central ingredient in the American character and theres nothing better or stronger than the American character,,,,1,,,,,,,,,,,,4.0,"American people, noise and the clutter, broken politics, ""theres nothing better or stronger than the American character """""""
133,DT_remarks_516.txt,DT,""" n I am asking the American people to dream big once again.n ""What follows is my 100-day action plan to Make America Great Again",,,,,,1,,,,,,,,,,1.0,Make America Great Again
134,DT_remarks_516.txt,DT,"Its a contract between Donald J Trump and the American voter – and begins with bringing honesty accountability and change to Washington DC.n"" Therefore on the first day of my term of office my administration will immediately pursue the following six measures to clean up the corruption and special interest collusion in Washington DC:n FIRST a Constitutional Amendment to impose term limits on all members of Congress",,,,,,1,,,,,,,,,,1.0,contract between Donald J Trump and the American voter
135,DT_remarks_516.txt,DT,Regulations are killing our country and our jobs,,,,1,,,,,,,,,,,,1.0,killing our country and our jobs
136,DT_remarks_516.txt,DT,""" n ""On the same day I will begin taking and really taking strongly 7 actions to protect American workers",,,,,,1,,,,,,,,,,1.0,protect American workers Our American workers have been treated so badly by politicians that dont have their interest at heart
137,DT_remarks_516.txt,DT,Our American workers have been treated so badly by politicians that dont have their interest at heart and we are going to change that,,,,,,1,,,,,,,,,,1.0,politicians that dont have their interest at heart
138,DT_remarks_516.txt,DT,"Were going to change that very very fast.n"" FIRST I will announce my intention to totally renegotiate NAFTA one of the worst deals our country has ever made signed by Bill Clinton or withdraw from the deal under Article 2205",,,,,,1,,,,,,,,,,1.0,the worst deals our country has ever made
139,DT_remarks_516.txt,DT, n SECOND I will announce our withdrawal from the Trans-Pacific Partnership a potential disaster for our country,,,,1,,,,,,,,,,,,1.0,potential disaster for our country
140,DT_remarks_516.txt,DT," n ""THIRD I will direct my Secretary of the Treasury to label China a currency manipulator",,,,1,,,,,,,,,,,,1.0,currency manipulator
141,DT_remarks_516.txt,DT,China is a currency manipulator,,,,1,,,,,,,,,,,,1.0,currency manipulator
142,DT_remarks_516.txt,DT,"Tremendous numbers of jobs and good for our country.n"" SEVENTH we are going to cancel billions in payments to U.N",,,,1,,,,,,,,,,,,1.0,"""good for our country.n"""""""
143,DT_remarks_516.txt,DT,Were paying billions and billions and billions of dollars,,,,1,,,,,,,,,,,,1.0,billions and billions
144,DT_remarks_516.txt,DT,"We have to do that.n FIRST cancel every unconstitutional executive action memorandum and order issued by President Obama.n ""SECOND begin the process of selecting a replacement for Justice Scalia whose wife by the way has a Trump sign",,,,,,1,,,,,,,,,,1.0,whose wife by the way has a Trump sign His wife is a phenomenal woman Has a Trump sign in her front yard
145,DT_remarks_516.txt,DT,His wife is a phenomenal woman,,,1,,,,,,,,,,,,,1.0,phenomenal woman
146,DT_remarks_516.txt,DT," n ""FOURTH we will begin removing the more than 2 million criminal illegal immigrants from the country these are drug dealers gang heads gang members killers and cancel visas to foreign countries that wont take them back "" "" and when Hillary Clinton was Secretary of State and they had someone who was bad really bad and they brought him back to the country and the country wouldnt take him",,,,,,,,,,,,,,2,,3.0,"criminal illegal immigrants, drug dealers gang heads gang members killers, bad really bad"
147,DT_remarks_516.txt,DT,""" n ""FIFTH Were going to suspend immigration from terror-prone regions where vetting cannot safely occur",,,,,,,1,,,,,,,,,1.0,terror
148,DT_remarks_516.txt,DT,Radical Islamic terror is right around the corner,,,,1,,,,,,,,,,,,1.0,"""Radical Islamic terror is right around the corner We have to be so tough so smart so vigilant We cant allow that to happen """""""
149,DT_remarks_516.txt,DT,  We need that so badly,,,,1,,,,,,,,,,,,1.0,We need that so badly We need jobs Our jobs have left us Our good jobs have really left us.n
150,DT_remarks_516.txt,DT,Called the forgotten man and woman,,,,1,,,,,,,,,,,,1.0,forgotten man
151,DT_remarks_516.txt,DT,VA is in very very bad shape and we will fix that,,,,,,,,1,,,,,,,,1.0,very very
152,DT_remarks_516.txt,DT,""" "" It expands vocational and technical education which weve totally forgotten about in this country and make 2 and 4-year college more affordable.n"" ""Have you ever gone to school and youve been with people that arent good students but they can fix an engine or they can build a wall or they can do things that you wouldnt even think about because we can use some of the one who build the wall "" "" were going to need them "" "" were going to need them but did you ever see that how they are genius at fixing a car? They can do anything but history not so good physics not so good we have to open vocational again",,,,2,,,,,,,,,,,,2.0,"genius, genius"
153,DT_remarks_516.txt,DT,The politicians wont let go of it because the insurance companies they dont want competition but well open it up,,,,,,,,,,,,1,,,,1.0,wont let go of it
154,DT_remarks_516.txt,DT,Mean they are looking at drugs that are looking very good and you have terminal patients that its over these people are dying they want to get the drug,,,,,,,,,,,,1,,,,2.0,"terminal patients, dying"
155,DT_remarks_516.txt,DT,We increase the resources for federal law enforcement agencies and federal prosecutors to dismantle criminal gangs and put violent offenders behind bars   or out of our country and into the country where they came from,,,,1,,,,,,,,,,,,1.0,violent offenders
156,DT_remarks_516.txt,DT,""" n ""Our military is so terribly depleted",,,,1,,,,,,,,,,,,1.0,terribly
157,DT_remarks_516.txt,DT,If theyre waiting on line and I have the plan up and weve gotten as you know tremendous support from veterans from law enforcement from veterans from the military tremendous support,,,,,,,,,,,,2,,,,2.0,"tremendous, tremendous support"
158,DT_remarks_516.txt,DT,So much cheaper but much more importantly the veterans will finally be taken care of properly because what they are going through now is unacceptable,,,,,,,,,,,,1,,,,1.0,"""unacceptable """""""
